"No.","Time","Source","Destination","Protocol","Length","Time since reference or first frame","Info"
"392","4.363006","2a06:c701:472d:c000:f796:c198:3a7:a863","2600:9000:2024:8600:e:4185:5680:93a1","TLSv1.2","127","4.363006000","Application Data"
"393","4.364085","2a06:c701:472d:c000:f796:c198:3a7:a863","2600:9000:2024:8600:e:4185:5680:93a1","TLSv1.2","150","4.364085000","Application Data"
"400","4.422880","2a06:c701:472d:c000:f796:c198:3a7:a863","2600:9000:2024:8600:e:4185:5680:93a1","TCP","88","4.422880000","33124  >  443 [ACK] Seq=170 Ack=40 Win=501 Len=0 TSval=2849186867 TSecr=3798703321"
"402","4.450962","2a06:c701:472d:c000:f796:c198:3a7:a863","2600:9000:2024:8600:e:4185:5680:93a1","TCP","88","4.450962000","33124  >  443 [ACK] Seq=170 Ack=1071 Win=493 Len=0 TSval=2849186895 TSecr=3798703390"
"403","4.451789","2a06:c701:472d:c000:f796:c198:3a7:a863","2600:9000:2024:8600:e:4185:5680:93a1","TLSv1.2","123","4.451789000","Application Data"
"405","4.466558","2a06:c701:472d:c000:f796:c198:3a7:a863","2600:9000:2024:8600:e:4185:5680:93a1","TLSv1.2","123","4.466558000","Application Data"
"414","4.575812","10.0.0.14","159.124.42.26","TLSv1.2","106","4.575812000","Application Data"
"417","4.586957","10.0.0.14","159.124.42.26","TCP","106","4.586957000","[TCP Retransmission] 36690  >  443 [PSH, ACK] Seq=306 Ack=300 Win=501 Len=38 TSval=2184687589 TSecr=1968280137"
"422","4.645423","10.0.0.14","159.124.42.26","TCP","80","4.645423000","[TCP Dup ACK 283#1] 36690  >  443 [ACK] Seq=344 Ack=300 Win=501 Len=0 TSval=2184687647 TSecr=1968280137 SLE=379 SRE=417"
"426","4.665052","10.0.0.14","159.124.42.26","TCP","88","4.665052000","[TCP Dup ACK 283#2] 36690  >  443 [ACK] Seq=344 Ack=300 Win=501 Len=0 TSval=2184687667 TSecr=1968280137 SLE=379 SRE=417 SLE=379 SRE=417"
"430","4.691532","10.0.0.14","159.124.42.26","TCP","80","4.691532000","[TCP Dup ACK 283#3] 36690  >  443 [ACK] Seq=344 Ack=300 Win=501 Len=0 TSval=2184687694 TSecr=1968280137 SLE=379 SRE=466"
"435","4.741253","10.0.0.14","159.124.42.26","TCP","68","4.741253000","36690  >  443 [ACK] Seq=344 Ack=466 Win=501 Len=0 TSval=2184687743 TSecr=1968280797"
"436","4.741520","10.0.0.14","159.124.42.26","TLSv1.2","135","4.741520000","Application Data"
"440","4.783162","10.0.0.14","159.124.42.26","TLSv1.2","111","4.783162000","Application Data"
"442","4.800260","10.0.0.14","159.124.42.26","TLSv1.2","820","4.800260000","Application Data"
"449","4.922907","10.0.0.14","159.124.42.26","TCP","68","4.922907000","36690  >  443 [ACK] Seq=1206 Ack=509 Win=501 Len=0 TSval=2184687925 TSecr=1968280941"
"454","5.038767","10.0.0.14","159.124.42.26","TLSv1.2","106","5.038767000","Application Data"
"464","5.122239","10.0.0.14","159.124.42.26","TCP","68","5.122239000","36698  >  443 [ACK] Seq=144 Ack=175 Win=501 Len=0 TSval=2184688124 TSecr=1968281171"
"465","5.122356","10.0.0.14","159.124.42.26","TLSv1.2","135","5.122356000","Application Data"
"494","5.758123","10.0.0.14","159.124.42.26","TCP","68","5.758123000","36690  >  443 [ACK] Seq=1206 Ack=568 Win=501 Len=0 TSval=2184688760 TSecr=1968281824"
"496","5.778253","10.0.0.14","159.124.42.26","TLSv1.2","111","5.778253000","Application Data"
"520","6.062711","10.0.0.14","152.199.19.160","TCP","68","6.062711000","42372  >  443 [ACK] Seq=1 Ack=83 Win=501 Len=0 TSval=286513673 TSecr=4171435153"
"521","6.062969","10.0.0.14","152.199.19.160","TCP","68","6.062969000","42372  >  443 [FIN, ACK] Seq=1 Ack=83 Win=501 Len=0 TSval=286513673 TSecr=4171435153"
"577","6.734940","10.0.0.14","159.124.42.26","TCP","68","6.734940000","36690  >  443 [ACK] Seq=1249 Ack=640 Win=501 Len=0 TSval=2184689737 TSecr=1968282758"
"578","6.737760","10.0.0.14","159.124.42.26","TLSv1.2","111","6.737760000","Application Data"
"607","7.092478","2a06:c701:472d:c000:f796:c198:3a7:a863","2a03:2880:f242:c8:face:b00c:0:167","TLSv1.2","159","7.092478000","Application Data"
"622","7.169639","10.0.0.14","52.20.115.236","TCP","76","7.169639000","39120  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=2154539736 TSecr=0 WS=128"
"626","7.185591","2a06:c701:472d:c000:f796:c198:3a7:a863","2a03:2880:f242:c8:face:b00c:0:167","TLSv1.2","285","7.185591000","Application Data"
"628","7.189424","10.0.0.14","159.124.42.26","TCP","68","7.189424000","36690  >  443 [ACK] Seq=1292 Ack=712 Win=501 Len=0 TSval=2184690191 TSecr=1968283256"
"629","7.239621","10.0.0.14","159.124.42.26","TLSv1.2","111","7.239621000","Application Data"
"632","7.275955","2a06:c701:472d:c000:f796:c198:3a7:a863","2a03:2880:f242:c8:face:b00c:0:167","TLSv1.2","225","7.275955000","Application Data"
"633","7.275997","2a06:c701:472d:c000:f796:c198:3a7:a863","2a03:2880:f242:c8:face:b00c:0:167","TLSv1.2","256","7.275997000","Application Data"
"637","7.327823","10.0.0.14","52.20.115.236","TCP","68","7.327823000","39120  >  443 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=2154539894 TSecr=872411222"
"638","7.328014","10.0.0.14","52.20.115.236","TLSv1.2","585","7.328014000","Client Hello"
"640","7.334271","2a06:c701:472d:c000:f796:c198:3a7:a863","2a03:2880:f242:c8:face:b00c:0:167","TCP","88","7.334271000","60612  >  443 [ACK] Seq=856 Ack=1388 Win=501 Len=0 TSval=1247693640 TSecr=2323835489"
"650","7.461689","2a06:c701:472d:c000:f796:c198:3a7:a863","2a03:2880:f242:c8:face:b00c:0:167","TCP","88","7.461689000","60612  >  443 [ACK] Seq=856 Ack=1483 Win=501 Len=0 TSval=1247693768 TSecr=2323835614"
"652","7.462487","2a06:c701:472d:c000:f796:c198:3a7:a863","2a03:2880:f242:c8:face:b00c:0:167","TCP","88","7.462487000","60612  >  443 [ACK] Seq=856 Ack=1578 Win=501 Len=0 TSval=1247693768 TSecr=2323835616"
"659","7.502613","10.0.0.14","52.20.115.236","TCP","68","7.502613000","39120  >  443 [ACK] Seq=518 Ack=4198 Win=60160 Len=0 TSval=2154540069 TSecr=872411383"
"661","7.502683","10.0.0.14","52.20.115.236","TCP","68","7.502683000","39120  >  443 [ACK] Seq=518 Ack=5420 Win=59008 Len=0 TSval=2154540069 TSecr=872411384"
"663","7.505113","10.0.0.14","52.20.115.236","TLSv1.2","194","7.505113000","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"664","7.505948","10.0.0.14","52.20.115.236","TLSv1.2","173","7.505948000","Application Data"
"665","7.506478","10.0.0.14","52.20.115.236","TLSv1.2","1008","7.506478000","Application Data"
"666","7.507546","10.0.0.14","52.20.115.236","TLSv1.2","400","7.507546000","Application Data"
"678","7.662422","10.0.0.14","52.20.115.236","TCP","68","7.662422000","39120  >  443 [ACK] Seq=2021 Ack=5698 Win=64128 Len=0 TSval=2154540228 TSecr=872411555"
"679","7.662875","10.0.0.14","52.20.115.236","TLSv1.2","106","7.662875000","Application Data"
"693","7.706921","10.0.0.14","52.20.115.236","TCP","68","7.706921000","39120  >  443 [ACK] Seq=2059 Ack=6318 Win=64128 Len=0 TSval=2154540273 TSecr=872411559"
"695","7.722559","10.0.0.14","3.211.112.161","TCP","76","7.722559000","43448  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=288390014 TSecr=0 WS=128"
"705","7.874387","10.0.0.14","3.211.112.161","TCP","68","7.874387000","43448  >  443 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=288390166 TSecr=3807396443"
"706","7.875057","10.0.0.14","3.211.112.161","TLSv1.2","585","7.875057000","Client Hello"
"710","7.943024","10.0.0.14","159.124.42.26","TCP","68","7.943024000","36690  >  443 [ACK] Seq=1335 Ack=784 Win=501 Len=0 TSval=2184690945 TSecr=1968284007"
"711","7.943201","10.0.0.14","159.124.42.26","TLSv1.2","111","7.943201000","Application Data"
"717","8.062361","10.0.0.14","3.211.112.161","TCP","68","8.062361000","43448  >  443 [ACK] Seq=518 Ack=4198 Win=60160 Len=0 TSval=288390354 TSecr=3807396611"
"719","8.062406","10.0.0.14","3.211.112.161","TCP","68","8.062406000","43448  >  443 [ACK] Seq=518 Ack=5448 Win=59008 Len=0 TSval=288390354 TSecr=3807396612"
"721","8.063961","10.0.0.14","3.211.112.161","TLSv1.2","194","8.063961000","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"722","8.064495","10.0.0.14","3.211.112.161","TLSv1.2","1128","8.064495000","Application Data"
"732","8.229246","10.0.0.14","3.211.112.161","TCP","68","8.229246000","43448  >  443 [ACK] Seq=1704 Ack=6767 Win=64128 Len=0 TSval=288390521 TSecr=3807396784"
"733","8.235947","10.0.0.14","3.211.112.161","TLSv1.2","1062","8.235947000","Application Data"
"736","8.346301","10.0.0.14","159.124.42.26","TLSv1.2","106","8.346301000","Application Data"
"745","8.443524","10.0.0.14","159.124.42.26","TCP","68","8.443524000","36690  >  443 [ACK] Seq=1416 Ack=871 Win=501 Len=0 TSval=2184691446 TSecr=1968284476"
"746","8.443774","10.0.0.14","159.124.42.26","TLSv1.2","135","8.443774000","Application Data"
"747","8.474980","10.0.0.14","3.211.112.161","TCP","68","8.474980000","43448  >  443 [ACK] Seq=2698 Ack=7066 Win=64128 Len=0 TSval=288390767 TSecr=3807396997"
"749","8.491107","10.0.0.14","3.211.112.161","TLSv1.2","232","8.491107000","Application Data"
"757","8.706117","2a06:c701:472d:c000:f796:c198:3a7:a863","2407:30c0:182::aa72:3406","TCP","88","8.706117000","[TCP Dup ACK 245#1] [TCP ACKed unseen segment] 57446  >  443 [ACK] Seq=1 Ack=2 Win=501 Len=0 TSval=681345410 TSecr=3899337116"
"760","8.708103","10.0.0.14","3.211.112.161","TCP","68","8.708103000","43448  >  443 [ACK] Seq=2862 Ack=8432 Win=63104 Len=0 TSval=288391000 TSecr=3807397212"
"762","8.708135","10.0.0.14","3.211.112.161","TCP","68","8.708135000","43448  >  443 [ACK] Seq=2862 Ack=8524 Win=63104 Len=0 TSval=288391000 TSecr=3807397212"
"764","8.708155","10.0.0.14","3.211.112.161","TCP","68","8.708155000","43448  >  443 [ACK] Seq=2862 Ack=8805 Win=62848 Len=0 TSval=288391000 TSecr=3807397212"
"768","8.783536","10.0.0.14","159.124.42.26","TLSv1.2","106","8.783536000","Application Data"
"778","8.891620","2a06:c701:472d:c000:f796:c198:3a7:a863","2407:30c0:182::aa72:3406","TCP","88","8.891620000","[TCP Dup ACK 256#1] [TCP ACKed unseen segment] 57458  >  443 [ACK] Seq=1 Ack=2 Win=501 Len=0 TSval=681345596 TSecr=2970038552"
"780","8.891726","10.0.0.14","159.124.42.26","TCP","68","8.891726000","36698  >  443 [ACK] Seq=249 Ack=262 Win=501 Len=0 TSval=2184691894 TSecr=1968284914"
"781","8.891804","10.0.0.14","159.124.42.26","TLSv1.2","135","8.891804000","Application Data"
"788","9.046952","10.0.0.14","34.237.73.95","TCP","68","9.046952000","49870  >  443 [ACK] Seq=1 Ack=1 Win=501 Len=0 TSval=3771087671 TSecr=758192668"
"835","9.701756","10.0.0.14","3.211.112.161","TCP","68","9.701756000","43448  >  443 [ACK] Seq=2862 Ack=8855 Win=64128 Len=0 TSval=288391994 TSecr=3807398211"
"837","9.701797","10.0.0.14","3.211.112.161","TCP","68","9.701797000","43448  >  443 [ACK] Seq=2862 Ack=8900 Win=64128 Len=0 TSval=288391994 TSecr=3807398211"
"839","9.701822","10.0.0.14","3.211.112.161","TCP","68","9.701822000","43448  >  443 [ACK] Seq=2862 Ack=9094 Win=64000 Len=0 TSval=288391994 TSecr=3807398211"
"844","9.970989","10.0.0.14","13.226.2.114","TCP","68","9.970989000","40468  >  443 [ACK] Seq=1 Ack=1 Win=501 Len=0 TSval=2631454099 TSecr=48993315"
"848","9.997990","10.0.0.14","159.124.42.26","TLSv1.2","111","9.997990000","Application Data"
"914","12.097725","10.0.0.14","159.124.42.26","TLSv1.2","106","12.097725000","Application Data"
"922","12.201248","10.0.0.14","159.124.42.26","TCP","68","12.201248000","36690  >  443 [ACK] Seq=1564 Ack=1030 Win=501 Len=0 TSval=2184695203 TSecr=1968288231"
"923","12.201357","10.0.0.14","159.124.42.26","TLSv1.2","135","12.201357000","Application Data"
"934","12.544831","10.0.0.14","159.124.42.26","TLSv1.2","106","12.544831000","Application Data"
"940","12.622732","10.0.0.14","159.124.42.26","TLSv1.2","135","12.622732000","Application Data"
"945","12.706950","10.0.0.14","159.124.42.26","TCP","68","12.706950000","36698  >  443 [ACK] Seq=421 Ack=349 Win=501 Len=0 TSval=2184695709 TSecr=1968288715"
"975","13.460921","10.0.0.14","3.211.112.161","TLSv1.2","156","13.460921000","Application Data"
"983","13.612719","10.0.0.14","3.211.112.161","TCP","68","13.612719000","43448  >  443 [ACK] Seq=2950 Ack=9139 Win=64128 Len=0 TSval=288395905 TSecr=3807402181"
"988","13.761986","2a06:c701:472d:c000:f796:c198:3a7:a863","2407:30c0:182::aa72:3406","TCP","88","13.761986000","[TCP Dup ACK 245#2] [TCP ACKed unseen segment] 57446  >  443 [ACK] Seq=1 Ack=2 Win=501 Len=0 TSval=681350466 TSecr=3899337116"
"995","13.962081","2a06:c701:472d:c000:f796:c198:3a7:a863","2407:30c0:182::aa72:3406","TCP","88","13.962081000","[TCP Dup ACK 256#2] [TCP ACKed unseen segment] 57458  >  443 [ACK] Seq=1 Ack=2 Win=501 Len=0 TSval=681350666 TSecr=2970038552"
"1053","15.852858","10.0.0.14","159.124.42.26","TLSv1.2","106","15.852858000","Application Data"
"1058","15.921353","10.0.0.14","159.124.42.26","TCP","68","15.921353000","36690  >  443 [ACK] Seq=1669 Ack=1127 Win=501 Len=0 TSval=2184698923 TSecr=1968291932"
"1059","15.921574","10.0.0.14","159.124.42.26","TLSv1.2","111","15.921574000","Application Data"
"1061","15.944568","10.0.0.14","159.124.42.26","TLSv1.2","135","15.944568000","Application Data"
"1078","16.328704","10.0.0.14","159.124.42.26","TLSv1.2","106","16.328704000","Application Data"
"1080","16.370499","10.0.0.14","159.124.42.26","TCP","68","16.370499000","36698  >  443 [ACK] Seq=459 Ack=398 Win=501 Len=0 TSval=2184699373 TSecr=1968292436"
"1081","16.370704","10.0.0.14","159.124.42.26","TLSv1.2","135","16.370704000","Application Data"
"1087","16.438972","10.0.0.14","159.124.42.26","TCP","68","16.438972000","36698  >  443 [ACK] Seq=526 Ack=436 Win=501 Len=0 TSval=2184699441 TSecr=1968292459"
"1115","17.100483","10.0.0.14","159.124.42.26","TLSv1.2","139","17.100483000","Application Data"
"1120","17.218264","10.0.0.14","159.124.42.26","TLSv1.2","111","17.218264000","Application Data"
"1160","18.550414","10.0.0.14","159.124.42.26","TLSv1.2","823","18.550414000","Application Data"
"1165","18.690960","10.0.0.14","159.124.42.26","TCP","68","18.690960000","36690  >  443 [ACK] Seq=2648 Ack=1298 Win=501 Len=0 TSval=2184701693 TSecr=1968294691"
"1172","18.865355","2a06:c701:472d:c000:f796:c198:3a7:a863","2407:30c0:182::aa72:3406","TCP","88","18.865355000","[TCP Dup ACK 245#3] [TCP ACKed unseen segment] 57446  >  443 [ACK] Seq=1 Ack=2 Win=501 Len=0 TSval=681355569 TSecr=3899337116"
"1181","19.081470","2a06:c701:472d:c000:f796:c198:3a7:a863","2407:30c0:182::aa72:3406","TCP","88","19.081470000","[TCP Dup ACK 256#3] [TCP ACKed unseen segment] 57458  >  443 [ACK] Seq=1 Ack=2 Win=501 Len=0 TSval=681355785 TSecr=2970038552"
"1189","19.296676","10.0.0.14","159.124.42.26","TLSv1.2","271","19.296676000","Application Data"
"1194","19.380987","10.0.0.14","159.124.42.26","TCP","68","19.380987000","36690  >  443 [ACK] Seq=2851 Ack=1341 Win=501 Len=0 TSval=2184702383 TSecr=1968295442"
"1200","19.583197","10.0.0.14","159.124.42.26","TLSv1.2","106","19.583197000","Application Data"
"1204","19.646641","10.0.0.14","159.124.42.26","TCP","68","19.646641000","36690  >  443 [ACK] Seq=2889 Ack=1379 Win=501 Len=0 TSval=2184702649 TSecr=1968295713"
"1208","19.690523","10.0.0.14","159.124.42.26","TCP","68","19.690523000","36690  >  443 [ACK] Seq=2889 Ack=1428 Win=501 Len=0 TSval=2184702693 TSecr=1968295757"
"1209","19.690734","10.0.0.14","159.124.42.26","TLSv1.2","135","19.690734000","Application Data"
"1222","20.049077","10.0.0.14","159.124.42.26","TLSv1.2","106","20.049077000","Application Data"
"1230","20.128210","10.0.0.14","159.124.42.26","TCP","68","20.128210000","36698  >  443 [ACK] Seq=564 Ack=474 Win=501 Len=0 TSval=2184703130 TSecr=1968296193"
"1232","20.128241","10.0.0.14","159.124.42.26","TCP","68","20.128241000","36698  >  443 [ACK] Seq=564 Ack=523 Win=501 Len=0 TSval=2184703130 TSecr=1968296193"
"1233","20.128413","10.0.0.14","159.124.42.26","TLSv1.2","135","20.128413000","Application Data"
"1261","20.473622","10.0.0.14","159.124.42.26","TLSv1.2","111","20.473622000","Application Data"
"1319","21.218135","10.0.0.14","159.124.42.26","TLSv1.2","111","21.218135000","Application Data"
"1342","21.945151","10.0.0.14","159.124.42.26","TLSv1.2","111","21.945151000","Application Data"
"1367","22.770947","10.0.0.14","140.82.114.26","TCP","68","22.770947000","37730  >  443 [ACK] Seq=1 Ack=1 Win=501 Len=0 TSval=2095729676 TSecr=80031913"
"1386","23.368205","10.0.0.14","159.124.42.26","TLSv1.2","106","23.368205000","Application Data"
"1391","23.441148","10.0.0.14","159.124.42.26","TCP","68","23.441148000","36690  >  443 [ACK] Seq=3123 Ack=1731 Win=501 Len=0 TSval=2184706443 TSecr=1968299498"
"1392","23.441290","10.0.0.14","159.124.42.26","TLSv1.2","135","23.441290000","Application Data"
"1413","23.779182","10.0.0.14","159.124.42.26","TLSv1.2","106","23.779182000","Application Data"
"1422","23.850576","10.0.0.14","34.237.73.95","TLSv1.2","315","23.850576000","[TCP Previous segment not captured] , Application Data"
"1431","23.882266","10.0.0.14","159.124.42.26","TCP","68","23.882266000","36698  >  443 [ACK] Seq=669 Ack=610 Win=501 Len=0 TSval=2184706884 TSecr=1968299910"
"1432","23.882484","10.0.0.14","159.124.42.26","TLSv1.2","135","23.882484000","Application Data"
"1440","23.978913","10.0.0.14","159.124.42.26","TLSv1.2","111","23.978913000","Application Data"
"1443","23.984761","2a06:c701:472d:c000:f796:c198:3a7:a863","2407:30c0:182::aa72:3406","TCP","88","23.984761000","[TCP Dup ACK 245#4] [TCP ACKed unseen segment] 57446  >  443 [ACK] Seq=1 Ack=2 Win=501 Len=0 TSval=681360689 TSecr=3899337116"
"1448","24.008437","10.0.0.14","34.237.73.95","TCP","68","24.008437000","49870  >  443 [ACK] Seq=249 Ack=271 Win=499 Len=0 TSval=3771102632 TSecr=758252637"
"1452","24.054894","10.0.0.14","104.121.10.34","TCP","68","24.054894000","46628  >  443 [ACK] Seq=1 Ack=1 Win=501 Len=0 TSval=3059484032 TSecr=871138077"
"1463","24.200500","2a06:c701:472d:c000:f796:c198:3a7:a863","2407:30c0:182::aa72:3406","TCP","88","24.200500000","[TCP Dup ACK 256#4] [TCP ACKed unseen segment] 57458  >  443 [ACK] Seq=1 Ack=2 Win=501 Len=0 TSval=681360905 TSecr=2970038552"
"1474","24.310901","2a06:c701:472d:c000:f796:c198:3a7:a863","2a00:1450:4025:402::bc","TCP","88","24.310901000","40856  >  443 [ACK] Seq=1 Ack=1 Win=501 Len=0 TSval=824653697 TSecr=3883614678"
"1534","26.050160","10.0.0.14","159.124.42.26","TLSv1.2","111","26.050160000","Application Data"
"1568","26.692927","10.0.0.14","159.124.42.26","TCP","68","26.692927000","36690  >  443 [ACK] Seq=3276 Ack=2111 Win=501 Len=0 TSval=2184709695 TSecr=1968302754"
"1572","26.739605","10.0.0.14","159.124.42.26","TLSv1.2","111","26.739605000","Application Data"
"1598","27.084886","10.0.0.14","159.124.42.26","TLSv1.2","106","27.084886000","Application Data"
"1606","27.194946","10.0.0.14","159.124.42.26","TCP","68","27.194946000","36690  >  443 [ACK] Seq=3357 Ack=2149 Win=501 Len=0 TSval=2184710197 TSecr=1968303214"
"1608","27.199392","10.0.0.14","159.124.42.26","TCP","68","27.199392000","36690  >  443 [ACK] Seq=3357 Ack=2198 Win=501 Len=0 TSval=2184710201 TSecr=1968303262"
"1610","27.199430","10.0.0.14","159.124.42.26","TCP","68","27.199430000","36690  >  443 [ACK] Seq=3357 Ack=2270 Win=501 Len=0 TSval=2184710201 TSecr=1968303262"
"1611","27.199596","10.0.0.14","159.124.42.26","TLSv1.2","135","27.199596000","Application Data"
"1615","27.246667","10.0.0.14","159.124.42.26","TLSv1.2","111","27.246667000","Application Data"
"1638","27.553107","10.0.0.14","159.124.42.26","TLSv1.2","106","27.553107000","Application Data"
"1645","27.624111","10.0.0.14","159.124.42.26","TLSv1.2","135","27.624111000","Application Data"
"1650","27.674897","10.0.0.14","159.124.42.26","TCP","68","27.674897000","36698  >  443 [ACK] Seq=841 Ack=697 Win=501 Len=0 TSval=2184710677 TSecr=1968303692"
"1662","27.952355","10.0.0.14","159.124.42.26","TLSv1.2","111","27.952355000","Application Data"
"1704","29.105429","2a06:c701:472d:c000:f796:c198:3a7:a863","2407:30c0:182::aa72:3406","TCP","88","29.105429000","[TCP Dup ACK 245#5] [TCP ACKed unseen segment] 57446  >  443 [ACK] Seq=1 Ack=2 Win=501 Len=0 TSval=681365809 TSecr=3899337116"
"1713","29.320815","2a06:c701:472d:c000:f796:c198:3a7:a863","2407:30c0:182::aa72:3406","TCP","88","29.320815000","[TCP Dup ACK 256#5] [TCP ACKed unseen segment] 57458  >  443 [ACK] Seq=1 Ack=2 Win=501 Len=0 TSval=681366025 TSecr=2970038552"
"1729","29.850957","10.0.0.14","159.124.42.26","TLSv1.2","139","29.850957000","Application Data"
"1736","29.928342","10.0.0.14","159.124.42.26","TCP","68","29.928342000","36690  >  443 [ACK] Seq=3581 Ack=2456 Win=501 Len=0 TSval=2184712930 TSecr=1968305993"
"1738","29.947698","10.0.0.14","159.124.42.26","TLSv1.2","111","29.947698000","Application Data"
"1766","30.856008","10.0.0.14","159.124.42.26","TLSv1.2","106","30.856008000","Application Data"
"1773","30.946346","10.0.0.14","159.124.42.26","TCP","68","30.946346000","36690  >  443 [ACK] Seq=3662 Ack=2615 Win=501 Len=0 TSval=2184713948 TSecr=1968306990"
"1774","30.946449","10.0.0.14","159.124.42.26","TLSv1.2","135","30.946449000","Application Data"
"1794","31.202410","10.0.0.14","159.124.42.26","TCP","68","31.202410000","36690  >  443 [ACK] Seq=3729 Ack=2755 Win=501 Len=0 TSval=2184714204 TSecr=1968307263"
"1799","31.257314","10.0.0.14","159.124.42.26","TLSv1.2","111","31.257314000","Application Data"
"1803","31.298754","10.0.0.14","159.124.42.26","TLSv1.2","106","31.298754000","Application Data"
"1813","31.363122","10.0.0.14","159.124.42.26","TCP","68","31.363122000","36698  >  443 [ACK] Seq=879 Ack=735 Win=501 Len=0 TSval=2184714365 TSecr=1968307429"
"1817","31.369746","10.0.0.14","159.124.42.26","TCP","68","31.369746000","36698  >  443 [ACK] Seq=879 Ack=784 Win=501 Len=0 TSval=2184714372 TSecr=1968307435"
"1818","31.369923","10.0.0.14","159.124.42.26","TLSv1.2","135","31.369923000","Application Data"
"1899","32.250572","10.0.0.14","159.124.42.26","TLSv1.2","824","32.250572000","Application Data"
"1907","32.268956","10.0.0.14","159.124.42.26","TLSv1.2","268","32.268956000","Application Data"
"1924","32.386936","10.0.0.14","159.124.42.26","TCP","68","32.386936000","36690  >  443 [ACK] Seq=4728 Ack=2798 Win=501 Len=0 TSval=2184715389 TSecr=1968308400"
"1946","32.690430","10.0.0.14","159.124.42.26","TCP","68","32.690430000","36690  >  443 [ACK] Seq=4728 Ack=2870 Win=501 Len=0 TSval=2184715692 TSecr=1968308756"
"1949","32.700709","10.0.0.14","159.124.42.26","TLSv1.2","111","32.700709000","Application Data"
"1987","33.208458","10.0.0.14","159.124.42.26","TLSv1.2","111","33.208458000","Application Data"
