"No.","Time","Source","Destination","Protocol","Length","Time since reference or first frame","Info"
"1295","14.287762","2a06:c701:472d:c000:f796:c198:3a7:a863","2407:30c0:182::aa72:3406","TCP","88","14.287762000","[TCP Dup ACK 323#2] [TCP ACKed unseen segment] 57446  >  443 [ACK] Seq=1 Ack=2 Win=501 Len=0 TSval=680121666 TSecr=3899337116"
"1305","14.504407","2a06:c701:472d:c000:f796:c198:3a7:a863","2407:30c0:182::aa72:3406","TCP","88","14.504407000","[TCP Dup ACK 396#2] [TCP ACKed unseen segment] 57458  >  443 [ACK] Seq=1 Ack=2 Win=501 Len=0 TSval=680121883 TSecr=2970038552"
"1324","15.193724","10.0.0.14","159.124.42.26","TLSv1.2","106","15.193724000","Application Data"
"1330","15.282333","10.0.0.14","159.124.42.26","TLSv1.2","135","15.282333000","Application Data"
"1331","15.282736","10.0.0.14","159.124.42.26","TLSv1.2","111","15.282736000","Application Data"
"1344","15.647661","10.0.0.14","159.124.42.26","TLSv1.2","106","15.647661000","Application Data"
"1352","15.708981","10.0.0.14","159.124.42.26","TLSv1.2","135","15.708981000","Application Data"
"1355","15.752425","10.0.0.14","159.124.42.26","TCP","68","15.752425000","36698  >  443 [ACK] Seq=526 Ack=436 Win=501 Len=0 TSval=2183469429 TSecr=1967062439"
"1383","16.394236","10.0.0.14","159.124.42.26","TLSv1.2","241","16.394236000","Application Data"
"1389","16.512373","10.0.0.14","159.124.42.26","TCP","68","16.512373000","36690  >  443 [ACK] Seq=2243 Ack=1445 Win=501 Len=0 TSval=2183470189 TSecr=1967063188"
"1412","17.283392","10.0.0.14","159.124.42.26","TCP","68","17.283392000","36690  >  443 [ACK] Seq=2243 Ack=1517 Win=501 Len=0 TSval=2183470960 TSecr=1967064011"
"1415","17.353919","10.0.0.14","159.124.42.26","TLSv1.2","111","17.353919000","Application Data"
"1425","17.625811","10.0.0.14","159.124.42.26","TLSv1.2","139","17.625811000","Application Data"
"1428","17.689568","10.0.0.14","159.124.42.26","TCP","68","17.689568000","36690  >  443 [ACK] Seq=2357 Ack=1560 Win=501 Len=0 TSval=2183471366 TSecr=1967064417"
"1430","17.689605","10.0.0.14","159.124.42.26","TCP","68","17.689605000","36690  >  443 [ACK] Seq=2357 Ack=1631 Win=501 Len=0 TSval=2183471366 TSecr=1967064417"
"1431","17.689805","10.0.0.14","159.124.42.26","TLSv1.2","111","17.689805000","Application Data"
"1460","18.583223","2a06:c701:472d:c000:f796:c198:3a7:a863","2a03:2880:f242:c8:face:b00c:0:167","TCP","88","18.583223000","50310  >  443 [ACK] Seq=456 Ack=3112 Win=501 Len=0 TSval=1246475564 TSecr=607094774"
"1464","18.696494","2a06:c701:472d:c000:f796:c198:3a7:a863","2a03:2880:f242:c8:face:b00c:0:167","TLSv1.2","161","18.696494000","Application Data"
"1472","18.897203","10.0.0.14","159.124.42.26","TLSv1.2","106","18.897203000","Application Data"
"1485","19.000449","10.0.0.14","159.124.42.26","TCP","68","19.000449000","36690  >  443 [ACK] Seq=2438 Ack=1669 Win=501 Len=0 TSval=2183472677 TSecr=1967065687"
"1488","19.030162","10.0.0.14","159.124.42.26","TCP","68","19.030162000","36690  >  443 [ACK] Seq=2438 Ack=1718 Win=501 Len=0 TSval=2183472707 TSecr=1967065758"
"1489","19.030369","10.0.0.14","159.124.42.26","TLSv1.2","135","19.030369000","Application Data"
"1515","19.336444","10.0.0.14","159.124.42.26","TCP","68","19.336444000","36690  >  443 [ACK] Seq=2505 Ack=1790 Win=501 Len=0 TSval=2183473013 TSecr=1967066012"
"1517","19.357094","10.0.0.14","159.124.42.26","TLSv1.2","106","19.357094000","Application Data"
"1518","19.357153","10.0.0.14","159.124.42.26","TLSv1.2","111","19.357153000","Application Data"
"1524","19.407196","2a06:c701:472d:c000:f796:c198:3a7:a863","2407:30c0:182::aa72:3406","TCP","88","19.407196000","[TCP Dup ACK 323#3] [TCP ACKed unseen segment] 57446  >  443 [ACK] Seq=1 Ack=2 Win=501 Len=0 TSval=680126786 TSecr=3899337116"
"1530","19.421088","10.0.0.14","159.124.42.26","TCP","68","19.421088000","36698  >  443 [ACK] Seq=564 Ack=474 Win=501 Len=0 TSval=2183473098 TSecr=1967066148"
"1535","19.456531","10.0.0.14","159.124.42.26","TCP","68","19.456531000","36698  >  443 [ACK] Seq=564 Ack=523 Win=501 Len=0 TSval=2183473133 TSecr=1967066185"
"1536","19.456715","10.0.0.14","159.124.42.26","TLSv1.2","135","19.456715000","Application Data"
"1551","19.621913","2a06:c701:472d:c000:f796:c198:3a7:a863","2407:30c0:182::aa72:3406","TCP","88","19.621913000","[TCP Dup ACK 396#3] [TCP ACKed unseen segment] 57458  >  443 [ACK] Seq=1 Ack=2 Win=501 Len=0 TSval=680127000 TSecr=2970038552"
"1691","21.529139","10.0.0.14","159.124.42.26","TCP","68","21.529139000","36690  >  443 [ACK] Seq=2548 Ack=1862 Win=501 Len=0 TSval=2183475206 TSecr=1967068257"
"1697","21.585090","10.0.0.14","159.124.42.26","TLSv1.2","111","21.585090000","Application Data"
"1729","22.534981","10.0.0.14","159.124.42.26","TCP","68","22.534981000","36690  >  443 [ACK] Seq=2591 Ack=1934 Win=501 Len=0 TSval=2183476212 TSecr=1967069262"
"1731","22.535018","10.0.0.14","159.124.42.26","TCP","68","22.535018000","36690  >  443 [ACK] Seq=2591 Ack=2002 Win=501 Len=0 TSval=2183476212 TSecr=1967069262"
"1733","22.535048","10.0.0.14","159.124.42.26","TCP","68","22.535048000","36690  >  443 [ACK] Seq=2591 Ack=2111 Win=501 Len=0 TSval=2183476212 TSecr=1967069263"
"1735","22.545679","10.0.0.14","159.124.42.26","TLSv1.2","111","22.545679000","Application Data"
"1746","22.657093","10.0.0.14","159.124.42.26","TLSv1.2","106","22.657093000","Application Data"
"1754","22.760420","10.0.0.14","159.124.42.26","TCP","68","22.760420000","36690  >  443 [ACK] Seq=2672 Ack=2149 Win=501 Len=0 TSval=2183476437 TSecr=1967069447"
"1757","22.778635","10.0.0.14","159.124.42.26","TCP","68","22.778635000","36690  >  443 [ACK] Seq=2672 Ack=2198 Win=501 Len=0 TSval=2183476455 TSecr=1967069506"
"1758","22.778849","10.0.0.14","159.124.42.26","TLSv1.2","135","22.778849000","Application Data"
"1783","23.107009","10.0.0.14","159.124.42.26","TLSv1.2","106","23.107009000","Application Data"
"1797","23.215012","10.0.0.14","159.124.42.26","TCP","68","23.215012000","36698  >  443 [ACK] Seq=669 Ack=610 Win=501 Len=0 TSval=2183476892 TSecr=1967069898"
"1798","23.215206","10.0.0.14","159.124.42.26","TLSv1.2","135","23.215206000","Application Data"
"1806","23.298756","10.0.0.14","159.124.42.26","TLSv1.2","111","23.298756000","Application Data"
"1852","23.956978","10.0.0.14","159.124.42.26","TLSv1.2","111","23.956978000","Application Data"
"1859","24.126188","10.0.0.14","159.124.42.26","TLSv1.2","817","24.126188000","Application Data"
"1867","24.240369","10.0.0.14","159.124.42.26","TCP","68","24.240369000","36690  >  443 [ACK] Seq=3574 Ack=2372 Win=501 Len=0 TSval=2183477917 TSecr=1967070928"
"1878","24.527608","2a06:c701:472d:c000:f796:c198:3a7:a863","2407:30c0:182::aa72:3406","TCP","88","24.527608000","[TCP Dup ACK 323#4] [TCP ACKed unseen segment] 57446  >  443 [ACK] Seq=1 Ack=2 Win=501 Len=0 TSval=680131906 TSecr=3899337116"
"1884","24.740587","2a06:c701:472d:c000:f796:c198:3a7:a863","2407:30c0:182::aa72:3406","TCP","88","24.740587000","[TCP Dup ACK 396#4] [TCP ACKed unseen segment] 57458  >  443 [ACK] Seq=1 Ack=2 Win=501 Len=0 TSval=680132119 TSecr=2970038552"
"1904","25.276801","10.0.0.14","159.124.42.26","TCP","68","25.276801000","36690  >  443 [ACK] Seq=3574 Ack=2444 Win=501 Len=0 TSval=2183478953 TSecr=1967072004"
"1908","25.314983","10.0.0.14","159.124.42.26","TLSv1.2","111","25.314983000","Application Data"
"1935","25.938942","2a06:c701:472d:c000:f796:c198:3a7:a863","2a03:2880:f242:c8:face:b00c:0:167","TCP","88","25.938942000","50310  >  443 [ACK] Seq=529 Ack=3542 Win=498 Len=0 TSval=1246482919 TSecr=607102170"
"1942","26.128543","2a06:c701:472d:c000:f796:c198:3a7:a863","2a03:2880:f242:c8:face:b00c:0:167","TLSv1.2","182","26.128543000","Application Data"
"1952","26.414091","10.0.0.14","159.124.42.26","TLSv1.2","106","26.414091000","Application Data"
"1959","26.524373","10.0.0.14","159.124.42.26","TCP","68","26.524373000","36690  >  443 [ACK] Seq=3655 Ack=2482 Win=501 Len=0 TSval=2183480201 TSecr=1967073206"
"1961","26.535951","10.0.0.14","159.124.42.26","TCP","68","26.535951000","36690  >  443 [ACK] Seq=3655 Ack=2531 Win=501 Len=0 TSval=2183480212 TSecr=1967073264"
"1962","26.536187","10.0.0.14","159.124.42.26","TLSv1.2","135","26.536187000","Application Data"
"1974","26.863363","10.0.0.14","159.124.42.26","TLSv1.2","106","26.863363000","Application Data"
"1985","26.962131","10.0.0.14","159.124.42.26","TCP","68","26.962131000","36698  >  443 [ACK] Seq=774 Ack=697 Win=501 Len=0 TSval=2183480639 TSecr=1967073654"
"1986","26.962223","10.0.0.14","159.124.42.26","TLSv1.2","135","26.962223000","Application Data"
"2032","28.029330","10.0.0.14","159.124.42.26","TCP","68","28.029330000","36690  >  443 [ACK] Seq=3722 Ack=2671 Win=501 Len=0 TSval=2183481706 TSecr=1967074757"
"2035","28.074396","10.0.0.14","159.124.42.26","TLSv1.2","111","28.074396000","Application Data"
"2098","29.076392","10.0.0.14","159.124.42.26","TCP","68","29.076392000","36690  >  443 [ACK] Seq=3765 Ack=2743 Win=501 Len=0 TSval=2183482753 TSecr=1967075762"
"2099","29.077036","10.0.0.14","159.124.42.26","TLSv1.2","111","29.077036000","Application Data"
"2110","29.277844","10.0.0.14","159.124.42.26","TCP","68","29.277844000","36690  >  443 [ACK] Seq=3808 Ack=2815 Win=501 Len=0 TSval=2183482954 TSecr=1967076006"
"2113","29.329351","10.0.0.14","159.124.42.26","TLSv1.2","111","29.329351000","Application Data"
"2124","29.647674","2a06:c701:472d:c000:f796:c198:3a7:a863","2407:30c0:182::aa72:3406","TCP","88","29.647674000","[TCP Dup ACK 323#5] [TCP ACKed unseen segment] 57446  >  443 [ACK] Seq=1 Ack=2 Win=501 Len=0 TSval=680137026 TSecr=3899337116"
"2132","29.860894","2a06:c701:472d:c000:f796:c198:3a7:a863","2407:30c0:182::aa72:3406","TCP","88","29.860894000","[TCP Dup ACK 396#5] [TCP ACKed unseen segment] 57458  >  443 [ACK] Seq=1 Ack=2 Win=501 Len=0 TSval=680137239 TSecr=2970038552"
"2140","30.007439","2a06:c701:472d:c000:f796:c198:3a7:a863","2a03:2880:f242:c8:face:b00c:0:167","TCP","88","30.007439000","50310  >  443 [ACK] Seq=623 Ack=3766 Win=500 Len=0 TSval=1246486988 TSecr=607106239"
"2141","30.009502","2a06:c701:472d:c000:f796:c198:3a7:a863","2a03:2880:f242:c8:face:b00c:0:167","TLSv1.2","162","30.009502000","Application Data"
"2149","30.175050","10.0.0.14","159.124.42.26","TLSv1.2","106","30.175050000","Application Data"
"2171","30.286650","10.0.0.14","159.124.42.26","TCP","68","30.286650000","36690  >  443 [ACK] Seq=3889 Ack=2864 Win=501 Len=0 TSval=2183483963 TSecr=1967077011"
"2172","30.286785","10.0.0.14","159.124.42.26","TLSv1.2","135","30.286785000","Application Data"
"2181","30.375796","10.0.0.14","159.124.42.26","TLSv1.2","139","30.375796000","Application Data"
"2208","30.559950","10.0.0.14","159.124.42.26","TCP","68","30.559950000","36690  >  443 [ACK] Seq=4027 Ack=3053 Win=501 Len=0 TSval=2183484236 TSecr=1967077255"
"2210","30.576653","10.0.0.14","159.124.42.26","TLSv1.2","111","30.576653000","Application Data"
"2216","30.635152","10.0.0.14","159.124.42.26","TLSv1.2","106","30.635152000","Application Data"
"2223","30.727833","2a06:c701:472d:c000:f796:c198:3a7:a863","2a03:2880:f242:c8:face:b00c:0:167","TLSv1.2","158","30.727833000","Application Data"
"2234","30.769980","10.0.0.14","159.124.42.26","TCP","68","30.769980000","36698  >  443 [ACK] Seq=879 Ack=784 Win=501 Len=0 TSval=2183484447 TSecr=1967077428"
"2235","30.770053","10.0.0.14","159.124.42.26","TLSv1.2","135","30.770053000","Application Data"
"2253","30.956403","2a06:c701:472d:c000:f796:c198:3a7:a863","2a03:2880:f242:c8:face:b00c:0:167","TCP","88","30.956403000","50310  >  443 [ACK] Seq=767 Ack=3838 Win=501 Len=0 TSval=1246487937 TSecr=607107146"
"2262","31.072426","10.0.0.14","54.147.72.119","TCP","68","31.072426000","43106  >  443 [ACK] Seq=1 Ack=1 Win=501 Len=0 TSval=2109199611 TSecr=1855809171"
"2273","31.126660","10.0.0.14","159.124.42.26","TLSv1.2","111","31.126660000","Application Data"
"2294","31.334569","10.0.0.14","159.124.42.26","TLSv1.2","111","31.334569000","Application Data"
"2345","32.030205","10.0.0.14","159.124.42.26","TLSv1.2","111","32.030205000","Application Data"
"2379","32.527869","10.0.0.14","159.124.42.26","TLSv1.2","111","32.527869000","Application Data"
"2417","33.075561","10.0.0.14","159.124.42.26","TLSv1.2","111","33.075561000","Application Data"
